title,region name,uid,average_rating,elevation_gain,highpoint,mileage,mileage_type,tripreport_count,campsites,coast,dogs_ok,foliage,kids_ok,lakes,mountains,old_growth,ridges,rivers,summits,waterfalls,wildflowers,wildlife
Mount Daniel,Snoqualmie Region -- Salmon La Sac/Teanaway,9f9b6b64f6f6098c670f56308362b071,4.2,5100.0,7960.0,18.0,1,147,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Gold Ridge,Central Cascades,9fcc0d34c52bc0973d8932e979a5659e,2.0,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pine and Cedar Lakes,Puget Sound and Islands -- Bellingham Area,9fe9238b22458d9ffb174cc88a943bac,3.86666666667,1400.0,1600.0,5.0,1,171,0,0,1,0,1,1,1,0,0,0,0,0,0,0
Lower Falls Creek Trail,Southwest Washington -- Columbia River Gorge - WA,9fefd753d3fc1a2b5baf53c130915a2d,3.8,600.0,1410.0,3.4,1,63,0,0,1,0,1,0,0,1,0,1,0,1,0,0
Billy Goat,North Cascades -- Pasayten,a00619def77b628c7ff1b44d3dbde837,3.0,2200.0,6600.0,9.8,1,29,0,0,0,0,0,0,1,0,1,0,0,0,1,1
Hubbard Creek,North Cascades,a01cb43942e532beee39de0a81f54d02,3.25,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Forgotten,North Cascades -- Mountain Loop Highway,a02acb193f6d75e377152511d661b411,4.18181818182,4300.0,6005.0,13.0,1,175,0,0,0,0,0,0,1,1,0,1,1,1,1,0
Lake Hazard,North Cascades,a0351c9e9e7e10b2272a00f0d27c0fc3,2.5,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Safety Harbor Creek,Central Cascades,a055c4c6f8980a3e3d2d4724c74028ea,3.75,None,None,None,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pend Oreille County Park,Eastern Washington -- Spokane Area/Coeur d'Alene,a06002d350434598898e4ce2dab92672,0.0,None,2780.0,7.0,1,8,0,0,1,1,1,0,1,1,1,0,0,0,1,1
Shuksan Arm,North Cascades -- Mount Baker Area,a06a3b8a88124db58d7cb859e14135cd,0.0,None,None,None,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Silesia Creek,North Cascades,a074c39908b8d00695f78e99bcb42781,3.6,None,None,9.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antoine Peak Conservation Area,Eastern Washington -- Spokane Area/Coeur d'Alene,a09b5ce7b0ba4c90a048b6a242427c97,5.0,732.0,3366.0,9.0,1,35,0,0,1,1,1,0,1,0,0,0,1,0,1,1
Cispus Pass,South Cascades -- Goat Rocks,a0abcf6b44e34bcf8da4debca1ab3aa4,0.0,None,6400.0,12.8,1,23,1,0,1,0,0,1,1,0,1,0,0,0,1,0
Iverson Spit,Puget Sound and Islands -- Seattle-Tacoma Area,a0adb0f897d34da094bd90b3cfba07b0,3.5,None,None,1.0,1,42,0,1,1,1,1,0,1,0,0,0,0,0,1,1
Mud Mountain Dam - River Trail,Mount Rainier Area -- Chinook Pass - Hwy 410,a0c6fdb6798e4ea79933de0b354ba084,0.0,150.0,1300.0,7.0,1,2,0,0,1,1,0,0,1,0,0,1,0,0,1,1
Tanner Landing Park,Snoqualmie Region -- North Bend Area,a0da644f632e40acb1c8805109130ee6,5.0,0.0,520.0,1.0,1,3,0,0,1,0,1,0,1,0,0,1,0,0,1,0
Gemini Peak,North Cascades -- Mountain Loop Highway,a0fff53c90ec7b3545e9bffe8f906bc1,1.0,None,6799.0,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Langille Peak,South Cascades -- Dark Divide,a10bb614840167142f42e435e2ccce25,2.4,2100.0,5372.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Slab Camp Creek and Gray Wolf River,Olympic Peninsula -- Hood Canal,a11405dad5e40ef27f464223c918f506,3.75,1100.0,2540.0,5.5,1,146,1,0,1,0,1,0,0,1,0,1,0,0,1,0
Sexagenarian Peak,North Cascades -- Mountain Loop Highway,a12bdea37b6c4824d438944d1bc2c02b,2.66666666667,None,4880.0,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quinault Rainforest Nature Loop,Olympic Peninsula -- Pacific Coast,a12c68b191c52939fe0cb0ecf5cf12eb,3.55555555556,40.0,None,0.5,1,34,0,0,1,0,1,0,0,1,0,0,0,1,0,0
Paul Peak Snowshoe,Mount Rainier Area -- NW - Carbon River/Mowich,a13be9c4bf02e1af174701b8fe0b5a1e,3.5,1800.0,4800.0,5.6,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Big Rock Trail,Puget Sound and Islands -- Seattle-Tacoma Area,a13bf0111c3646b7a08470fc926559a2,0.0,None,None,1.25,1,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0
Ginkgo Petrified Forest State Park Backcountry,Central Washington -- Yakima,a13d8a7cf499fd49065b92b50d027801,2.0,550.0,1200.0,5.0,1,70,0,0,1,0,0,0,0,0,0,1,0,0,1,1
Crow Hill,North Cascades,a147579a27cc27cb140afb7461c7e939,2.5,950.0,7366.0,4.0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibbs Lake,Olympic Peninsula -- Hood Canal,a150e54afa80b955a40558f01ab7c481,3.75,160.0,480.0,2.5,1,19,0,0,1,0,1,1,0,1,0,0,0,0,0,1
Anacortes Community Forest Lands - Sugarloaf,Puget Sound and Islands -- Whidbey Island,a16779b6c007158ce2ed8cd1d28e2373,3.42857142857,890.0,1275.0,2.5,1,128,0,0,1,1,0,1,1,0,0,0,1,0,0,1
McCormick Forest Park,Olympic Peninsula -- Kitsap Peninsula,a19a64290409416db3a3ad43107a5a7b,3.66666666667,200.0,400.0,3.0,1,19,0,0,1,1,1,0,0,1,0,0,0,0,0,1
Mount Storm King,Olympic Peninsula -- Northern Coast,a19d2dc24eed56c12c555ec154094e01,4.0,2065.0,2600.0,4.0,1,241,0,0,0,1,0,0,1,0,0,0,1,0,0,0
Castle Peak,Mount Rainier Area -- NW - Carbon River/Mowich,a1a0d56665e642c0a1549bb2d7c1ca92,0.0,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White Pass Nordic Center,South Cascades -- White Pass/Cowlitz River Valley,a1a7665fca254f408b97ac28e864736e,0.0,250.0,4500.0,1.86,1,11,0,0,0,0,0,1,1,0,1,0,0,1,0,0
Bald Mountain via Ashland Lakes,North Cascades -- Mountain Loop Highway,a1ab7ad9e5f1d7995abd7dfee5587a6a,2.0,None,None,None,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klickitat Rail Trail,Southwest Washington -- Columbia River Gorge - WA,a1b441833caa465cad1edfd513afc2ac,0.0,200.0,1550.0,31.0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass Lake,North Cascades -- Mountain Loop Highway,a1c55812903fe08a13299e1146ad95ce,3.75,300.0,3900.0,1.0,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chukar Lake - Blythe Lake,Central Washington -- Potholes Region,a1c676122d293e9e9422729a6c73f7a3,2.83333333333,100.0,1000.0,4.0,1,7,0,0,0,0,0,1,0,0,0,0,0,0,1,1
Folsom Farm - Smick Meadows,Eastern Washington -- Spokane Area/Coeur d'Alene,a1f40e92514b4a57951aeafdce032c59,0.0,None,None,None,1,5,0,0,1,0,1,1,0,0,0,0,0,0,0,1
Fish Lake Trail,Eastern Washington -- Spokane Area/Coeur d'Alene,a1f5e947880547199d57c22bbbfa51da,0.0,None,None,7.6,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Gunnshy Peak,Central Cascades -- Stevens Pass - West,a2082b8f43834e7189e04373f7d7f107,0.0,4295.0,6218.0,None,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collar Mountain,Snoqualmie Region -- Snoqualmie Pass,a2160091cb554f6ea6f6f3cfd6f9b5ea,0.0,None,None,None,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Governors Ridge,Mount Rainier Area,a23c8b237500637a9eafa07ea5fbe7a0,1.66666666667,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Leona,Eastern Washington -- Okanogan Highlands/Kettle River Range,a249f4c7302e41b7aaf9a0372fe2db2e,0.0,1500.0,6474.0,6.0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pear Lake,Central Cascades -- Leavenworth Area,a26efaaa0cc9990a7dc34cf64c244c28,3.71428571429,2200.0,5200.0,13.0,1,55,1,0,1,0,0,1,1,0,0,0,0,0,1,0
Northwest Timber Trail,Issaquah Alps -- Tiger Mountain,a270ff3e9e6b75c1d8e38d1211118955,3.0,150.0,1500.0,4.4,1,79,0,0,1,1,1,0,0,1,0,0,0,1,1,1
Cheops,North Cascades -- Methow/Sawtooth,a27397148c3641d3a5b50a9f78575212,0.0,5790.0,8275.0,None,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
Lesamiz,North Cascades,a2e88e9a6f2905a8f38731b3b38d7d28,1.75,None,None,None,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pinnacle Lake,North Cascades -- Mountain Loop Highway,a2ed1a8614ebf88f85d05ee243d7b27a,2.88888888889,1200.0,3800.0,3.8,1,251,0,0,1,0,0,1,1,0,0,0,0,0,1,0
Whitehorse Mountain,North Cascades -- Mountain Loop Highway,a308b6ac146ec06ad54222fae690111b,3.25,None,None,None,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaleetan Peak,Snoqualmie Region -- Snoqualmie Pass,a30a9344f18d8975129b9d7b7db524c6,4.6,4500.0,6224.0,12.0,1,199,0,0,1,0,0,1,1,0,1,0,1,1,0,0
Hall of Mosses,Olympic Peninsula -- Pacific Coast,a30d02e66cf7e0be0b80d04495359889,4.41176470588,100.0,600.0,0.8,1,65,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Heather Creek Trail via Upper Dungeness River,Olympic Peninsula -- Hood Canal,a31c66751e7b2665330c27bde092930c,3.33333333333,1800.0,4200.0,15.8,1,68,1,0,1,0,0,0,1,1,0,1,0,0,1,0
Deception Pass State Park - Hoypus Point,Puget Sound and Islands -- Whidbey Island,a32fb35c1bddcf95b77071ef1a5b0e9d,3.57142857143,360.0,380.0,3.2,1,35,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Whiskey Dick Wildlife Area - Ridgeline Solar Trail,Central Washington -- Yakima,a331e1b486f34956aa5e5a92d066f453,0.0,320.0,3873.0,2.4,1,6,0,0,1,0,0,0,1,0,0,1,1,0,0,0
Whistle Punk Trail,Southwest Washington -- Columbia River Gorge - WA,a33f7e11a269295e2bf81531562bf1be,2.5,0.0,1200.0,1.5,1,14,0,0,1,0,1,0,0,1,0,0,0,0,1,1
Austera Peak,North Cascades -- North Cascades Highway - Hwy 20,a34bde0b0a354412b13f10af0ab8f3ed,0.0,None,8334.0,None,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Pot Peak,Central Cascades,a351710053ad2a2badc694576613da6f,1.85714285714,None,None,None,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Master Link Trail,Issaquah Alps -- Tiger Mountain,a3696f2bd7b94437b76e77e9ddc6ef19,0.0,None,None,None,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Green Mountain,North Cascades -- Mountain Loop Highway,a36c1a5a2acb20c4e8fbcbf7089956d5,4.24137931034,3300.0,6500.0,8.5,1,550,1,0,1,1,1,0,1,0,1,0,1,0,1,1
Sun Lakes-Dry Falls State Park - Deep Lake,Central Washington -- Grand Coulee,a36c2f9132751b4451770b4b415e9f44,3.75,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kelcema Lake,North Cascades -- Mountain Loop Highway,a387c99df21b52cf141c9895c943623e,4.0,29.0,3040.0,1.2,1,130,0,0,1,0,1,1,0,0,0,0,0,0,0,1
Tacoma Pass to Government Meadows,Central Cascades,a3a96868e5b54745a519810365400888,0.0,3000.0,5700.0,16.4,5,3,1,0,0,0,0,0,1,0,1,0,0,0,1,0
Butte Camp,South Cascades -- Mount St. Helens,a3ae269a1f21cc718b38093a15f42af1,3.77777777778,1697.0,4750.0,8.0,1,49,1,0,0,0,1,0,1,0,1,0,0,0,1,1
Royal Basin - Royal Lake,Olympic Peninsula -- Hood Canal,a3af8580e55b3dde5968d98bec99500f,3.96,2650.0,5700.0,16.0,1,311,1,0,0,1,0,1,1,1,0,1,0,1,1,0
Columbia National Wildlife Refuge - Rimrock Lake,Central Washington -- Potholes Region,a3be864e99ee292aa44327c5899c679c,3.2,200.0,1060.0,3.0,1,26,0,0,1,0,1,1,0,0,0,0,0,0,1,1
Picket Range,North Cascades -- North Cascades Highway - Hwy 20,a3beff4355324a468879b34b6b1a892f,0.0,10000.0,8151.0,20.0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Strawberry Bay and Reef Point,Puget Sound and Islands -- San Juan Islands,a3c68d208c074962a5ca4c9e9ccd9fc5,0.0,2180.0,960.0,10.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Jacobson Preserve,Central Washington -- Wenatchee,a3ce0c9b4b3448a5ab713fa1b354ae15,0.0,340.0,1440.0,2.0,1,12,0,0,1,0,1,0,0,0,0,0,1,0,1,1
Foolhen Lake,North Cascades -- Pasayten,a3ee009bfb0956ea53561cecb7735f3f,2.75,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellevue Botanical Garden,Puget Sound and Islands -- Seattle-Tacoma Area,a3f77ad71a6647a39f1e24bfd4d1fec0,4.0,None,None,1.7,1,31,0,0,0,0,1,0,0,0,0,0,0,1,1,1
Idaho Sawtooths,Eastern Washington -- Spokane Area/Coeur d'Alene,a40e0ee10708df8a772b11db79190355,2.66666666667,None,None,None,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Massie Lake,Central Cascades -- Entiat Mountains/Lake Chelan,a414f41a20d35855816c6a2dec254cdf,2.2,None,None,None,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Townsend - Silver Lakes Traverse,Olympic Peninsula -- Hood Canal,a418a46aa6964314874710ab06fc524f,4.0,3200.0,6280.0,14.0,1,42,1,0,0,0,0,1,1,1,0,1,1,0,0,0
White Mountain via Kettle Crest Trail South,Eastern Washington -- Okanogan Highlands/Kettle River Range,a44169e5e2826200bcc82718fb7fd3ff,3.2,1500.0,6921.0,28.0,1,9,0,0,1,0,0,0,1,0,0,0,1,0,0,0
Angel's Rest-Devil's Rest Loop,Southwest Washington -- Columbia River Gorge - OR,a44b6c93b01e47b5bfd0c8333b10add7,5.0,2770.0,2308.0,10.7,1,11,0,0,1,0,0,0,0,0,0,1,1,1,0,0
Axis Peak ,Central Cascades -- Leavenworth Area,a47caf9878510261a1c73e367e6de0df,5.0,None,7550.0,None,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rampart Ridge Backdoor,Snoqualmie Region -- Snoqualmie Pass,a484235d807301dbc9d6697951a9baec,4.33333333333,None,None,None,1,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lower Maynard Burn,Olympic Peninsula -- Hood Canal,a49c20240b95a2339a62f9c3f3c48a6b,3.0,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Star Mountain,Central Cascades -- Entiat Mountains/Lake Chelan,a49eb5b4b3894a1e8fe35e56e50dec3a,0.0,4500.0,8096.0,25.0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1
Margaret Lake,Snoqualmie Region -- Snoqualmie Pass,a4b169142161054bece93f60683ce9ec,3.32,1500.0,5100.0,6.0,1,292,0,0,1,0,0,1,1,0,1,0,0,0,0,0
Myrtle Lake,Central Cascades,a4b360d8db1aa2da89c1fb5261ec2b2b,3.8,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northwest Mox Peak,North Cascades,a4dbaf0e0fd94204b1033c822297daef,0.0,None,8407.0,None,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Greider Lakes,Central Cascades -- Stevens Pass - West,a4dcaf51935b0ad8c430e71eafc126e9,3.38709677419,1370.0,2930.0,8.6,1,392,1,0,1,0,0,1,1,1,0,0,0,0,0,0
Fifteenmile Creek Railroad Grade,Issaquah Alps -- Tiger Mountain,a4ea638e8ae22f81dfdb913db129a0f8,1.75,None,None,4.8,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denny Mountain,Snoqualmie Region -- Snoqualmie Pass,a4ecd459b7f6a031dc55141515222d9e,2.5,None,None,None,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Devil's Backbone,Central Cascades -- Entiat Mountains/Lake Chelan,a4ede7745b16008cf6bb7d7889fc61c1,4.0,399.0,6250.0,None,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Box Canyon and Nickel Creek,Mount Rainier Area -- SE - Cayuse Pass/Stevens Canyon,a4ef89158e5c1f2ce078bf2a9f96dd9a,3.2,400.0,3400.0,2.0,1,13,0,0,0,0,0,0,0,1,0,1,0,0,0,1
Two Little Lakes,Central Cascades,a5253ab3a9c95de062eb74a757dae4e2,1.33333333333,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roosevelt Grove of Ancient Cedars,Eastern Washington -- Selkirk Range,a532d50901ec4599a2194aee80f085a2,0.0,300.0,3600.0,2.5,1,2,0,0,1,1,1,0,0,1,0,0,0,1,0,0
Spanish Creek,North Cascades,a53b8e47a69edde8a474f40c69edf684,2.33333333333,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snowking Mountain,North Cascades,a53fe40ee6bc2db3d4641fec8af7a920,4.0,None,None,None,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spiral Butte,South Cascades -- White Pass/Cowlitz River Valley,a549ce43bc5ef25034a8843e38dec1b6,3.25,None,None,None,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grand Ridge,Olympic Peninsula -- Northern Coast,a549e790af9f0fc89f6d4d8749fdd9d6,4.55555555556,3100.0,6625.0,15.0,1,150,1,0,0,0,0,0,1,0,1,0,1,0,1,1
Meadow Creek,Central Cascades -- Leavenworth Area,a54ec415f8a7486259511e1245d8b934,3.0,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Green River Natural Area - O'Grady Trail,Puget Sound and Islands -- Seattle-Tacoma Area,a55836616cf0e62820c3f1973599f24a,2.22222222222,None,None,6.5,1,44,0,0,1,1,1,0,0,0,0,1,0,0,0,0
White Chuck River,North Cascades -- Mountain Loop Highway,a562dc750875ce7c06cb726d5ed1bae3,2.5,None,None,9.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Meade Glacier,South Cascades,a578bb9ba6a97d1e0e4b0db4a1832144,2.0,None,None,None,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Copper Pass via Copper Creek,North Cascades -- North Cascades Highway - Hwy 20,a57a479757294275ac0ab9e196b0d448,0.0,2710.0,6720.0,9.8,1,16,0,0,1,1,0,0,1,1,1,0,0,0,1,0
Bourdeaux Ghost Town,Olympic Peninsula,a59f144ac0c3475ba8cb5d47a2190a6a,4.5,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anacortes Community Forest Lands - Little Round Top,Puget Sound and Islands -- Whidbey Island,a5b40390d2fb4a5cb68e52890afaca04,4.0,850.0,915.0,3.0,1,7,0,1,1,1,1,0,1,0,0,0,1,0,1,1
Grindstone Mountain,Central Cascades -- Leavenworth Area,a5b4441d07c3e0b5f0c3daab8b6101e7,0.0,None,None,None,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lake Chelan State Park - Little Bear Trail,Central Cascades -- Entiat Mountains/Lake Chelan,a5ce782ff8c744679ee62fda97d5e2dc,3.8,250.0,1350.0,2.3,1,30,1,0,1,0,1,1,0,0,0,0,0,0,1,1
Martins Park,Olympic Peninsula,a5e4d08c982d4cfcd8e7179a7f0b3038,3.0,None,None,None,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Home Lake,Olympic Peninsula -- Hood Canal,a5fdd0e8b57ae00e943274aaffc014f4,4.0,3000.0,5330.0,19.4,1,32,0,0,0,0,0,1,0,0,1,0,1,0,0,0
Bear Mountain,Olympic Peninsula -- Northern Coast,a61227068d3e1ed25c8dc97e310f2cd2,2.25,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
King Mountain,Eastern Washington -- Okanogan Highlands/Kettle River Range,a613865b1e84fb59df91b687433ea578,3.0,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bear Lake Snowshoe,North Cascades -- Mountain Loop Highway,a6299ac3e85ec24f25183dcf63a1904f,2.5,1400.0,2775.0,10.0,1,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Packwood Lake,South Cascades -- Goat Rocks,a62f452b978fc7626d4368268006c89e,3.875,600.0,3200.0,10.0,1,361,1,0,1,0,1,1,1,0,0,1,0,0,0,0
Bluff Trail,South Cascades,a6454368a7251b6c080b44766da6d73b,2.0,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Squak Mountain Access Trail,Issaquah Alps -- Squak Mountain,a6567cae73f2ec1c1d390cf125f80c53,3.2,None,None,2.0,1,36,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Gisela's Arch,South Cascades -- White Pass/Cowlitz River Valley,a65734145b1d421297df909a8d695c12,0.0,None,None,None,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gamma Ridge,North Cascades -- Mountain Loop Highway,a658c822c55d6f9fd3206be95d38afdd,2.5,None,None,None,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yakima Area Arboretum and Botanical Garden,Central Washington -- Yakima,a65d6d6ef4c648279ba3634ad56efa7f,0.0,None,None,None,1,3,0,0,1,1,1,0,0,0,0,1,0,0,1,1
Hovey Creek Road,Central Cascades -- Blewett Pass,a661a56439e004553e6c14d6056b8685,3.5,None,None,None,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ingalls Creek,Central Cascades -- Blewett Pass,a6631b37a3ea7a4d0fb7e93c4c14c70a,3.6,1450.0,3450.0,14.4,5,447,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Glacier View Loop,North Cascades,a66afc006077d3b298bf7ec238ff3228,3.0,None,None,None,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coyote Wall - Moab/Maui Loop ,Southwest Washington -- Columbia River Gorge - WA,a67622d84e8243fab11539218be74f5e,4.0,850.0,900.0,3.8,1,31,0,0,1,0,1,0,0,0,0,1,0,0,1,0
Bismark Peak,South Cascades,a67c512a2a5f2977039c42b3c641cb19,3.2,None,None,None,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clara and Marion Lakes,Central Washington -- Wenatchee,a699502984d06cb0fbdf8a5de29e6ac0,3.93333333333,900.0,5475.0,3.2,1,92,0,0,1,0,1,1,0,0,0,0,0,0,0,1
Roaring Ridge Snowshoe via Road 9070,Snoqualmie Region -- Snoqualmie Pass,a69d44fa3f3946f9b7ca278985ae64c0,0.0,3200.0,4988.0,10.0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ahtanum State Forest - Whites Ridge,Central Washington -- Yakima,a6ba2c506cc34af082dc15b0e6955545,0.0,1900.0,5000.0,10.9,1,6,0,0,1,1,0,0,1,0,1,1,0,0,0,0
Big Cedar Tree - Kalaloch,Olympic Peninsula -- Pacific Coast,a6ce580e0f814d3cae579d15faa5c6cc,2.66666666667,0.0,25.0,0.1,1,7,0,1,1,0,1,0,0,1,0,0,0,0,0,0
Crystal Lakes,Mount Rainier Area -- NE - Sunrise/White River,a6d9a2205b1a0ebaf0814d07b5eddfa6,4.25714285714,2600.0,5828.0,6.0,1,399,1,0,0,0,0,1,1,1,0,0,0,0,1,1
Rainy Lake,Snoqualmie Region -- North Bend Area,a6e2885e6485bef3d756ef2692138a07,3.69230769231,2700.0,3750.0,13.0,1,127,0,0,1,0,0,1,0,1,0,1,0,1,0,1
West Side Road,Mount Rainier Area,a70c46c046e1b8054e8cdb5981aacefe,3.33333333333,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spiritridge Trail,Puget Sound and Islands -- Seattle-Tacoma Area,a71247de3ce6401a83c39035fa405971,0.0,None,None,2.4,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Jensen Family Forest Park,Puget Sound and Islands -- Bellingham Area,a72918497c554ad58190bb786cf8af5c,0.0,None,None,0.7,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Blowout Mountain,Central Washington -- Yakima,a75dd4a3d1e0410b377ebb468fc6fd98,3.0,650.0,5450.0,4.6,1,4,0,0,0,0,0,0,1,1,1,0,0,0,0,1
Tumwater Tower,Central Cascades -- Leavenworth Area,a75ebcfda8864be7a49858fcb62a9758,0.0,None,None,None,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wright Mountain,Snoqualmie Region -- Snoqualmie Pass,a76503d2a7ffe537100d269b02c08d9f,4.125,None,5430.0,11.4,1,120,0,0,0,0,0,1,1,0,0,0,1,0,0,0
Coal Creek Snowshoe,North Cascades -- Mountain Loop Highway,a765574c86a8b592de3ef37406c25bec,1.5,900.0,2400.0,6.0,1,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Marymoor Park,Puget Sound and Islands -- Seattle-Tacoma Area,a769c2489c2048e59849db784cc6af9b,0.0,None,None,4.0,4,3,0,0,1,0,1,1,0,0,0,1,0,0,0,1
Equestrian Loops,Issaquah Alps -- Squak Mountain,a780841ac7de0893815a6d10b84848db,4.0,None,None,None,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mosquito Valley,Mount Rainier Area -- Chinook Pass - Hwy 410,a78c7b7a55a78e3b8815a1e148632ee2,3.4,600.0,5400.0,9.0,1,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Living Legacy Interpretive Trail,Olympic Peninsula -- Hood Canal,a7bc1eaac6d83eb9a97f06f374c04033,2.75,125.0,None,1.5,1,10,1,0,1,1,1,0,0,0,0,1,0,0,0,0
Tokaloo Rock,Mount Rainier Area -- NW - Carbon River/Mowich,a7c5ff5994d3424bace37a3e89554c35,0.0,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eagle Cliff (Cypress Island),Puget Sound and Islands -- San Juan Islands,a7ce69dd0574bedd73d52c1024fd8115,5.0,None,None,None,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phelps Creek,Central Cascades -- Stevens Pass - West,a7d59d9be6eb121fa621fd444cf35d0e,3.5,3500.0,5500.0,7.2,1,97,1,0,1,0,1,0,1,0,1,1,0,0,1,0
Two Dollar Trail,Puget Sound and Islands -- Bellingham Area,a7e1ad40fe134e8195acdbd685ecb991,5.0,550.0,1100.0,3.4,1,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Canyon Lake,Central Cascades -- Entiat Mountains/Lake Chelan,a7e93bc23bad51b510acf09ee2d87ce0,2.2,3800.0,6400.0,12.0,1,40,0,0,0,0,0,1,1,0,1,0,0,0,1,0
Snagtooth Ridge,North Cascades,a7e9fd8995703ae7450a372e237628d9,2.25,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wellington Ghost Town,Central Cascades -- Stevens Pass - West,a8077cb6c79e44b3aee7eee5f8f35bfc,3.85714285714,20.0,3000.0,2.0,1,72,0,0,1,0,1,0,1,0,0,1,0,0,0,0
