,hike_name,hike_id,numReports,total_dist,elevation gain,time_from_seattle,Wildlife,Rivers,Summits,Good for kids
1843,Tyler Peak Trail,1843,3.0,,,,0,0,0,0
1844,Kodak Peak,1844,12.0,,,,0,0,0,0
1845,Center Mtn (6593') Daemon Peak (7514'),1845,1.0,,,,0,0,0,0
1846,Bathtub Lakes,1846,10.0,,,,0,0,0,0
1847,McClain Peaks,1847,4.0,,,,0,0,0,0
1848,Goat Wall Trail,1848,2.0,,,206.083333333,0,0,0,0
1849,Jade Lake,1849,18.0,21.0,4400.0,,0,0,0,0
1850,Dip Top Gap,1850,3.0,,,,0,0,0,0
1851,Trapper Peak,1851,6.0,,,149.666666667,0,0,0,0
1852,Catherine Creek - Tracy Hill Loop Hike,1852,1.0,,,,0,0,0,0
1853,Pipe Creek Loop Snowshoe,1853,4.0,,,103.716666667,0,0,0,0
1854,Panther Creek Falls,1854,8.0,,,237.983333333,0,0,0,0
1855,Mount Finlayson,1855,6.0,3.5,285.0,205.9,1,0,0,1
1856,Green Mountain,1856,27.0,10.0,3600.0,48.1333333333,0,0,1,0
1857,Camp Muir Snowshoe,1857,43.0,10.0,4400.0,144.366666667,0,0,0,0
1858,Baker Lake - Horseshoe Cove Snowshoe,1858,1.0,,,116.65,0,0,0,0
1859,Proctor Creek,1859,3.0,,,,0,0,0,0
1860,Pioneer Park,1860,4.0,,,16.6,0,0,0,0
1861,Big Gulch,1861,16.0,,,30.5833333333,0,0,0,0
1862,Shell Rock,1862,2.0,6.0,1100.0,,1,0,0,0
1863,Commonwealth Basin Snowshoe,1863,65.0,10.0,2300.0,50.9166666667,0,0,0,0
1864,Seven Fingered Jack,1864,15.0,,,,0,0,0,0
1865,Mac Peak,1865,3.0,,,,0,0,0,0
1866,Gold Basin Mill Pond Interpretive Trail,1866,4.0,,,68.7,0,0,0,0
1867,Eagle Cliff (Cypress Island),1867,2.0,,,,0,0,0,0
1868,Bench Lake Loop,1868,3.0,,,,0,0,0,0
1869,Three Fools Pass,1869,1.0,,,,0,0,0,0
1870,Surprise Mountain,1870,19.0,,,,0,0,1,0
1871,Hellroaring Meadows,1871,3.0,,,,0,0,0,0
1872,Nanny Goat Mountain,1872,2.0,,,,0,0,0,0
1873,Middle Point Ridge,1873,7.0,,,285.833333333,0,0,0,0
1874,Little Annapurna,1874,30.0,,,172.233333333,0,0,0,0
1875,McCollum Park,1875,4.0,,,27.5333333333,0,0,0,0
1876,Glacier Lake,1876,25.0,,,,0,0,0,0
1877,Park Lakes,1877,12.0,,,,0,0,0,0
1878,Lake Youngs,1878,1.0,,,,0,0,0,0
1879,Twin Lakes (Monte Cristo),1879,32.0,,,100.55,0,0,0,0
1880,Thor and Nimbus,1880,3.0,,,,0,0,0,0
1881,Sunrise to Mystic Lake,1881,16.0,,,143.433333333,0,0,0,0
1882,Kindy Ridge,1882,5.0,,,,0,0,0,0
1883,Mount Stuart,1883,18.0,,,140.533333333,0,0,0,0
1884,Hessong Rock and Mount Pleasant,1884,11.0,,,,0,0,0,0
1885,Couger Divide,1885,1.0,6.0,1300.0,166.2,0,0,1,0
1886,Esmeralda Peak Loop,1886,4.0,,,140.533333333,0,0,0,0
1887,Boston Peak,1887,6.0,,,,0,0,0,0
1888,Harrison Lake,1888,1.0,,,,0,0,0,0
1889,Terrace Trail - Newcastle,1889,3.0,,,,0,0,0,0
1890,Scenic Creek,1890,3.0,,,,0,0,0,0
1891,Murphy Lakes,1891,2.0,,,,0,0,0,0
1892,Spark Plug and Little Spark Plug Peaks,1892,6.0,,,,0,0,0,0
1893,Bailey Range Traverse,1893,14.0,,,,0,0,0,0
1894,East Bearjack Peak - West Bearjack Peak,1894,3.0,,,,0,0,0,0
1895,Enchantment Peak,1895,5.0,,,,0,0,0,0
1896,Revolution Peak,1896,10.0,16.0,5454.0,44.2,0,0,1,0
1897,Abiel Peak,1897,19.0,,,104.616666667,0,0,0,0
1898,Gardner Mountain,1898,11.0,,,,0,0,0,0
1899,French Creek,1899,9.0,,,,0,0,0,0
1900,Lichtenberg Mountain,1900,16.0,,,113.466666667,0,0,0,0
1901,North Gardner Mountain,1901,6.0,,,,0,0,0,0
1902,Sunset Mine,1902,5.0,,,85.2666666667,0,0,0,0
1903,Reynolds Peak,1903,3.0,,,,0,0,0,0
1904,Abernathy Peak,1904,8.0,,,276.05,0,0,0,0
1905,Maple Falls Trail,1905,2.0,,,119.316666667,0,0,0,0
1906,Cama Beach State Park,1906,18.0,,,78.3333333333,0,0,0,0
1907,Big Craggy Peak,1907,3.0,,,,0,0,0,0
1908,West Craggy Peak,1908,3.0,,,,0,0,0,0
1909,Lizard Lake,1909,2.0,,,,0,0,0,0
1910,Sky Mountain,1910,3.0,,,,0,0,0,0
1911,Whitehorse Trail - Arlington to Trafton,1911,8.0,,,51.7333333333,0,0,0,0
1912,Deception Pass State Park - North Beach,1912,20.0,2.0,100.0,96.2833333333,1,0,0,1
1913,Schriebers Meadow Snowshoe,1913,4.0,14.0,1200.0,129.916666667,0,0,0,0
1914,Chimney Rock,1914,4.0,,,,0,0,0,0
1915,Trap Lake,1915,21.0,,,100.55,0,0,0,0
1916,Holman Pass (Seven Pass) Loop,1916,3.0,,,,0,0,0,0
1917,Tolt Pipeline Trail,1917,10.0,24.0,650.0,,0,0,0,0
1918,Summit Lake,1918,1.0,,,,0,0,0,0
1919,Lake Augusta,1919,13.0,,,,0,0,0,0
1920,Goat Lake,1920,8.0,,,175.233333333,0,0,0,0
1921,Lanham Lake,1921,43.0,3.2,1140.0,105.633333333,0,0,0,0
1922,Sucia Island,1922,3.0,,,,0,0,0,0
1923,Volcanic Neck,1923,8.0,,,121.683333333,0,0,0,0
1924,Devil's Head,1924,7.0,,,,0,0,0,0
1925,Island Lake,1925,3.0,,,95.0333333333,0,0,0,0
1926,Poet Ridge (Little Wenatchee Ridge),1926,8.0,,,,0,0,0,0
1927,Threeway Peak,1927,1.0,,,,0,0,0,0
1928,Cat Creek Way,1928,4.0,,,,0,0,0,0
1929,Mount Fernow,1929,4.0,,,194.283333333,0,0,0,0
1930,Hogback Mountain,1930,9.0,,,,0,0,0,0
1931,Three Corner Rock,1931,9.0,4.4,800.0,235.266666667,0,0,0,0
1932,Scatter Creek,1932,29.0,9.0,2200.0,136.033333333,0,0,0,0
1933,Windy Pass,1933,24.0,,,,0,0,0,0
1934,Eruption Trail,1934,8.0,0.5,25.0,164.35,0,0,0,0
1935,Butte Creek Sitka Spruce Grove,1935,0.0,1.5,200.0,124.916666667,0,0,0,0
1936,Mount Higgins,1936,93.0,9.0,3400.0,82.25,1,0,1,0
1937,Washtucna Coulee - Kahlotus Railroad Grade,1937,1.0,8.0,30.0,,1,0,0,0
1938,Segelsen Ridge Snowshoe,1938,3.0,21.0,2500.0,,0,0,0,0
1939,Hardy Creek,1939,8.0,,,198.033333333,0,0,0,0
1940,Haney Meadow Loop Snowshoe,1940,3.0,12.0,1600.0,105.316666667,0,0,0,0
1941,Goat Peak Snowshoe,1941,3.0,5.6,2600.0,154.416666667,1,0,0,0
1942,Worm Flows Snowshoe,1942,0.0,7.0,500.0,,0,0,0,0
1943,Windy Pass - Mount Catherine Snowshoe,1943,35.0,9.0,2300.0,53.9166666667,0,0,0,0
1944,Twin Lakes Snowshoe,1944,7.0,4.0,400.0,65.1666666667,0,0,0,0
1945,Sun Top Snowshoe,1945,15.0,10.0,3000.0,108.733333333,0,0,0,0
1946,Swauk Forest Discovery Trail  Snowshoe,1946,4.0,5.0,450.0,106.566666667,0,0,0,0
1947,Spencer Spit,1947,2.0,1.75,60.0,174.55,1,0,0,1
1948,Greenwater  - Quinn - Lost Lakes,1948,24.0,,,,0,0,0,0
1949,Oneonta Gorge,1949,5.0,8.0,1400.0,,0,0,0,0
1950,Little Joe Lake,1950,8.0,,,,0,0,0,0
1951,Thirteenmile (13 mile),1951,14.0,16.0,2000.0,301.533333333,0,0,0,1
1952,Park Lake Side Canyon,1952,3.0,5.0,350.0,,1,0,0,0
1953,Camp Schurman,1953,5.0,,,112.916666667,0,0,0,0
1954,Columbia National Wildlife Refuge - Marsh Lake Unit,1954,3.0,,,,0,0,0,0
1955,Old Sauk Mountain Trail,1955,4.0,,,,0,0,0,0
1956,Valley of the Silent Men,1956,5.0,,,,0,0,0,0
1957,Eightmile Mountain,1957,2.0,,,168.0,0,0,0,0
1958,Larch Mountain,1958,6.0,,,186.716666667,0,0,1,0
1959,Tomlike Mountain,1959,1.0,6.0,1300.0,,1,0,1,0
1960,Dixie Peak,1960,12.0,,,73.0166666667,0,0,0,0
1961,DeRoux Peak,1961,10.0,,,135.666666667,0,0,0,0
1962,West Tibbett's Creek Trail (#COUGAR-E10),1962,20.0,,,,0,0,0,0
1963,Mount Christoff,1963,8.0,,,76.1166666667,0,0,0,0
1964,Miller River Road,1964,9.0,7.4,700.0,107.433333333,0,0,0,1
1965,Hegg-Benson Trail,1965,1.0,,,,0,0,0,0
1966,Silver Moon,1966,1.0,,,,0,0,0,0
1967,Sedum Point,1967,1.0,,,225.633333333,0,0,0,0
1968,Aldrich Butte,1968,3.0,3.8,3425.0,195.55,0,0,0,1
1969,Oillar - Widgeon - Hampton Lakes,1969,1.0,,,,0,0,0,0
1970,Shaw Island,1970,2.0,,,173.033333333,0,0,0,0
1971,Lewis Creek Trail - Bellevue,1971,1.0,,,,0,0,0,0
1972,Joseph Whidbey State Park,1972,6.0,,,105.95,0,0,0,0
1973,The Kettles Trail System of Whidbey Island,1973,6.0,,,114.033333333,0,0,0,0
1974,Herman Pass,1974,1.0,,,,0,0,0,0
1975,CCC Plateau,1975,5.0,,,79.4666666667,0,0,0,0
1976,Middle Creek,1976,2.0,,,,0,0,0,0
1977,Ptarmigan Ridge,1977,1.0,,,,0,0,0,0
1978,2773' 353'P,1978,1.0,,,,0,0,0,0
1979,Kelley Hollow,1979,2.0,12.0,2000.0,,0,0,0,0
1980,Barnes Creek,1980,13.0,6.0,800.0,175.416666667,0,1,0,0
1981,Bunker Hill,1981,2.0,4.0,1300.0,221.716666667,0,0,0,0
1982,Middle Fork Teanaway River,1982,25.0,7.0,300.0,109.066666667,0,0,0,0
1983,Gloyd Seeps - North,1983,3.0,,,,1,0,0,0
1984,PUD Sultan River Access,1984,1.0,,,,0,0,0,0
1985,Twin Firs Loop,1985,3.0,0.5,50.0,118.966666667,0,0,0,0
1986,Spencer Creek (Bluff) Trail,1986,1.0,6.0,1800.0,211.3,0,0,0,0
1987,Panther Creek Experimental Forest,1987,1.0,7.0,1200.0,235.616666667,1,0,0,0
1988,Horse Heaven Hills,1988,0.0,5.0,300.0,,1,0,0,0
1989,Chester Butte Wildlife Area,1989,0.0,5.0,209.0,,0,0,0,0
1990,Ancient Groves,1990,2.0,,,204.2,0,0,0,1
1991,Big Burn Canyon,1991,5.0,16.0,2850.0,,0,0,0,0
1992,Tumwater Botanical Area,1992,11.0,,,127.0,0,0,0,0
1993,Lakeview Ranch,1993,1.0,4.0,200.0,,0,0,0,0
1994,Elbow Peak,1994,14.0,10.0,2800.0,109.65,0,0,0,0
1995,Forest Lake,1995,8.0,5.0,1000.0,143.383333333,1,0,0,0
1996,Teepee Falls,1996,1.0,,,,0,0,0,0
1997,Change Peak,1997,15.0,,,115.616666667,0,0,0,0
1998,Whitepine Creek,1998,21.0,5.0,400.0,126.583333333,0,0,0,0
1999,Yellowstone Cliffs and Windy Gap,1999,10.0,13.0,3500.0,101.633333333,1,0,0,0
2000,Dirty Harry's Connector,2000,14.0,,,42.5833333333,0,0,0,0
2001,Deer Creek Falls,2001,1.0,,,,0,0,0,0
2002,McKay Ridge,2002,1.0,,,,0,0,0,0
2003,Toothrock,2003,1.0,,,,0,0,0,0
2004,Elowah and Upper McCord Creek Falls,2004,3.0,,,190.316666667,0,0,0,0
2005,Mosier Twin Tunnels,2005,1.0,9.4,730.0,,0,0,0,1
2006,Hardy Canyon,2006,14.0,9.0,2500.0,151.133333333,0,0,0,0
2007,Spider Lake,2007,30.0,2.0,250.0,159.833333333,1,0,0,0
2008,Selah Butte,2008,22.0,4.0,350.0,142.033333333,1,0,0,0
2009,Clear West Peak,2009,9.0,2.0,900.0,132.633333333,1,0,0,1
2010,Sunrise Lake,2010,2.0,1.5,425.0,137.85,0,0,0,1
2011,French Cabin Mountain,2011,5.0,6.0,1750.0,118.95,0,0,0,0
2012,Verne Samuelson Trail,2012,2.0,,,156.816666667,1,0,0,1
2013,South Indian Island,2013,8.0,4.0,50.0,112.983333333,0,0,0,1
2014,Tennant Lake and Hovander Homestead Trails,2014,3.0,,,,1,0,0,1
2015,Carbon River Rain Forest Nature Trail,2015,5.0,0.5,80.0,101.633333333,0,0,0,1
2016,Three Lakes,2016,4.0,13.0,2800.0,,0,0,0,0
2017,Deer Creek Falls to Owyhigh Lakes,2017,12.0,10.0,2200.0,111.133333333,0,1,0,0
2018,Wahluke Lake,2018,1.0,,,,1,0,0,0
2019,Douglas Creek Canyon - North,2019,7.0,3.0,100.0,196.366666667,1,0,0,0
2020,Monte Carlo,2020,2.0,4.0,800.0,264.066666667,0,0,0,0
2021,Lava Butte,2021,1.0,2.5,1100.0,229.533333333,0,0,0,0
2022,Jackpine Shelter,2022,1.0,1.0,200.0,201.85,0,0,0,0
2023,Quillayute River Slough,2023,1.0,1.8,30.0,228.666666667,0,0,0,0
2024,John Wayne Trail - Army East,2024,6.0,8.0,500.0,132.816666667,0,0,0,0
2025,Odessa Craters,2025,5.0,2.0,1700.0,213.65,1,0,0,0
2026,Escure Ranch,2026,2.0,8.0,200.0,248.35,1,0,0,1
2027,Douglas Creek Canyon - Badger Mountain,2027,4.0,6.0,900.0,198.766666667,1,0,0,0
2028,Milwaukee Railroad,2028,1.0,10.0,500.0,,0,0,0,0
2029,Goose Lake Plateau,2029,8.0,7.0,100.0,,1,0,0,0
2030,Priest Rapids Wildlife Area,2030,2.0,5.0,50.0,146.216666667,1,0,0,0
2031,Desert Wildlife Area,2031,2.0,6.0,50.0,,1,0,0,0
2032,PJ Lake,2032,4.0,1.8,1000.0,206.416666667,1,0,0,0
2033,Lowell Riverfront Park Trail,2033,13.0,,,34.4166666667,1,0,0,1
2034,Narbeck Wetland Sanctuary,2034,10.0,,,31.05,0,0,0,0
2035,Lichtenwasser Lake Snowshoe,2035,11.0,,,108.883333333,0,0,0,0
2036,Tatoosh Lookout,2036,18.0,10.0,3500.0,163.583333333,0,0,1,0
2037,Crater Lake,2037,20.0,2.0,550.0,111.55,0,0,0,0
2038,Gibbs Lake,2038,7.0,2.5,160.0,109.633333333,1,0,0,1
2039,Fort Ward State Park,2039,2.0,,,,0,0,0,0
2040,Packer Creek,2040,0.0,4.0,100.0,,0,0,0,0
2041,Rock Creek Wildlife Area,2041,0.0,6.0,100.0,,0,0,0,0
2042,Packwood Lake Snowshoe,2042,1.0,9.0,500.0,148.783333333,1,0,0,0
2043,Mount Townsend Snowshoe,2043,13.0,13.5,2500.0,156.716666667,0,0,0,0
2044,Mallardy Ridge Snowshoe,2044,6.0,10.0,1900.0,81.1833333333,0,0,0,0
2045,East Fork Foss River Snowshoe,2045,13.0,13.6,1200.0,90.35,0,0,0,0
2046,Crescent Mountain,2046,1.0,,,,0,0,0,0
2047,Clackamas Mountain Trail,2047,1.0,,,,0,0,0,0
2048,Sweat Creek Basin Trail,2048,1.0,,,,0,0,0,0
2049,Nada Lake,2049,40.0,10.0,5200.0,,0,0,0,0
2050,Sun Mountain Trails,2050,9.0,,,240.2,0,0,0,0
2051,Highchair Mountain,2051,7.0,,,,0,0,0,0
2052,Norwegian Memorial,2052,11.0,,,258.616666667,0,0,0,0
2053,Denny Mountain,2053,7.0,,,52.65,0,0,0,0
2054,Beaver Pass,2054,3.0,,,,0,0,0,0
2055,Tom Dick & Harry Lakes,2055,2.0,,,78.5,0,0,0,0
2056,Pacific Crest Trail - Windy Pass to Stampede Pass,2056,11.0,,,,0,0,0,0
2057,King Mountain,2057,1.0,,,405.733333333,0,0,0,0
2058,White Chuck Mountain,2058,8.0,,,132.05,0,0,0,0
2059,Sibley Pass,2059,4.0,,,,0,0,0,0
2060,Mount Morpheus,2060,5.0,,,,0,0,0,0
2061,Mount Finn,2061,1.0,,,,0,0,0,0
2062,Box Ridge,2062,1.0,,,,0,0,0,0
2063,Grouse Vista Trail,2063,3.0,,,,0,0,0,0
2064,Alta Mountain Tarns,2064,4.0,,,,0,0,0,0
2065,Red Mountain via Money Creek Road,2065,2.0,,,,0,0,0,0
2066,Snowshed Head,2066,1.0,,,,0,0,0,0
2067,Lennox Mountain,2067,12.0,,,103.583333333,0,0,1,0
2068,Swauk Ridge,2068,1.0,5.0,1700.0,,0,0,0,0
2069,Peoh Point,2069,2.0,,,,0,0,0,0
2070,Cle Elum Point,2070,1.0,,,,0,0,0,0
2071,South Cle Elum Ridge,2071,1.0,,,,1,0,1,0
2072,Bessequartz Peak,2072,1.0,,,,0,0,0,0
2073,Camano Ridge Forest Preserve,2073,9.0,,,68.6666666667,0,0,0,0
2074,Fool's Day Peak,2074,1.0,10.0,3100.0,,0,0,0,0
2075,Cold Lake,2075,2.0,,,,0,0,0,0
2076,Tieton Glacier,2076,1.0,,,,0,0,0,0
2077,Tieton Peak Trail,2077,2.0,,,,0,0,0,0
2078,Silent Lakes,2078,1.0,,,,0,0,0,0
2079,Four Springs Lake Preserve,2079,5.0,,,,1,0,0,1
2080,Lunch Rock,2080,1.0,,,,0,0,0,0
2081,Cedar Falls Snowshoe,2081,2.0,5.6,800.0,201.566666667,1,1,0,0
2082,Julia Butler Hansen National Wildlife Refuge,2082,3.0,5.6,20.0,170.7,0,0,0,0
2083,Pyramid Creek Camp,2083,6.0,6.6,1060.0,123.35,0,0,0,0
2084,Elysian Fields,2084,4.0,,,,0,0,0,0
2085,Chiwaukum Creek-Timothy Meadows,2085,12.0,,,124.6,0,0,0,0
2086,Axis Peak,2086,4.0,,,,0,0,0,0
2087,Malcolm Mountain,2087,13.0,,,,0,0,0,0
2088,Johnson Mountain,2088,6.0,,,,0,0,0,0
2089,Latourell Falls,2089,4.0,,,,0,0,0,0
2090,Les Hilde Trail System,2090,1.0,,,,0,0,0,0
2091,Blanchard Hill-Incline Alternate Trail,2091,7.0,,,,0,0,0,0
2092,Welldigger's Ass,2092,5.0,,,101.366666667,0,0,0,0
2093,Tongue Mountain,2093,19.0,3.0,1200.0,165.45,0,0,0,0
2094,Eagle Creek Snowshoe,2094,2.0,16.6,4900.0,,0,0,0,0
2095,Coal Creek Snowshoe,2095,3.0,6.0,900.0,91.3,0,0,0,0
2096,Wonderland Trail Snowshoe,2096,13.0,7.6,1300.0,123.033333333,0,0,0,0
2097,Talapus Lake Snowshoe,2097,65.0,8.5,1600.0,53.6666666667,0,0,0,0
2098,Howard Peak,2098,2.0,,,120.133333333,0,0,0,0
2099,Mount Phelps,2099,10.0,,,100.833333333,0,0,0,0
2100,Boulder Lake,2100,13.0,,,135.15,0,0,0,0
2101,Zig Zag Trail,2101,17.0,,,39.6,0,0,0,0
2102,Josephine Lake (Skagit),2102,5.0,,,88.7833333333,0,0,0,0
2103,Alaska Lake Snowshoe,2103,6.0,12.0,1600.0,59.0833333333,0,0,0,0
2104,Bear Lake Snowshoe,2104,2.0,10.0,1400.0,,0,0,0,0
2105,Fish Lake,2105,6.0,14.0,1200.0,186.183333333,0,0,0,0
2106,Boardman Lake Snowshoe,2106,6.0,11.9,1800.0,95.0,0,0,0,1
2107,Lake Twentytwo / Lake 22 Snowshoe,2107,93.0,5.0,1200.0,70.6666666667,0,0,0,0
2108,Coleman Glacier Snowshoe,2108,0.0,9.0,4500.0,,0,0,0,0
2109,Mount Angeles Snowshoe,2109,2.0,6.0,600.0,,0,0,0,0
2110,Wallula Habitat Management Unit,2110,1.0,,,221.066666667,0,0,0,0
2111,Crystal Lake Snowshoe,2111,0.0,13.5,2800.0,130.333333333,0,0,0,0
2112,Paul Mountain Snowshoe,2112,0.0,7.0,1500.0,,0,0,0,0
2113,Saddle Mountain East,2113,8.0,4.0,76.0,175.033333333,1,0,0,0
2114,Chiwaukum Creek Snowshoe,2114,2.0,10.4,1200.0,124.6,0,0,0,0
2115,Eagle and Chutla Peaks Trail Snowshoe,2115,1.0,7.0,2900.0,,0,0,0,0
2116,Gloyd Seeps - South,2116,1.0,3.5,1200.0,,1,0,0,0
2117,Reiber Road Loop,2117,0.0,9.0,100.0,,0,0,0,0
2118,Potholes Wildlife Area - North,2118,6.0,8.0,1050.0,,1,0,0,0
2119,Lost Pond Trail,2119,2.0,,,,0,0,0,0
2120,Eagle Peak Loop,2120,2.0,,,253.683333333,0,0,0,0
2121,Samish Overlook,2121,16.0,,,86.2,0,0,0,0
2122,Squaw Saddle,2122,2.0,2.5,900.0,,0,0,1,0
2123,Rooster Mountain,2123,17.0,8.0,4100.0,71.7,0,0,0,0
2124,Scarborough HIll,2124,3.0,2.8,650.0,187.05,0,0,0,0
2125,Buck Mountain Snowshoe,2125,2.0,8.5,2500.0,,1,0,0,0
2126,Thorp Mountain Snowshoe,2126,0.0,15.0,2800.0,115.133333333,0,0,0,0
2127,Rat Trap Pass Snowshoe,2127,1.0,7.5,1900.0,,0,0,0,0
2128,Indian Creek Snowshoe,2128,1.0,14.0,1300.0,155.4,0,0,0,0
2129,Bullion Basin Snowshoe,2129,8.0,4.5,1500.0,102.183333333,0,0,0,0
2130,Silver Star View Snowshoe,2130,0.0,20.0,700.0,,0,0,0,0
2131,Pinnacle Saddle Snowshoe,2131,17.0,6.0,1400.0,143.133333333,0,0,0,0
2132,Mount Margaret Snowshoe,2132,31.0,9.0,2800.0,64.2166666667,0,0,0,0
2133,Eagle Point Snowshoe,2133,1.0,9.0,2500.0,,0,0,0,0
2134,Paul Peak Snowshoe,2134,2.0,5.6,1800.0,106.033333333,0,0,0,0
2135,Eightmile Creek Snowshoe,2135,7.0,12.4,2600.0,159.616666667,0,0,0,0
2136,White Salmon Creek Snowshoe,2136,9.0,10.0,300.0,147.216666667,0,0,0,0
2137,Lake Susan Jane Snowshoe,2137,6.0,7.0,1200.0,,0,0,0,0
2138,Sand Lake Snowshoe,2138,5.0,6.6,900.0,144.9,0,0,0,0
2139,Tonga Ridge Snowshoe,2139,33.0,7.0,1400.0,133.383333333,0,0,0,0
2140,Upper River Run Snowshoe,2140,1.0,7.0,500.0,,0,0,0,0
2141,Blue Mountain - Deer Park Snowshoe,2141,4.0,14.0,2500.0,,0,0,0,0
2142,Olallie Creek Snowshoe,2142,0.0,6.8,1800.0,,0,0,0,0
2143,Cedar Flats Nature Trail,2143,0.0,1.0,400.0,205.766666667,0,0,0,0
2144,Duffy Creek,2144,3.0,8.0,2900.0,,0,0,0,0
2145,Coleman Weedpatch,2145,11.0,9.0,1900.0,195.4,0,0,0,0
2146,Chinook Pass Snowshoe,2146,4.0,,,115.783333333,0,0,0,0
2147,Sunnybrook Meadows,2147,3.0,12.0,4000.0,,0,0,0,0
2148,Cramer Mountain Loop,2148,6.0,14.0,1700.0,144.55,0,0,0,0
2149,McNary National Wildlife Refuge,2149,0.0,2.0,350.0,,0,0,0,0
2150,Upper Falls Creek Trail,2150,7.0,5.0,1100.0,234.116666667,0,0,0,0
2151,Soda Springs Big Trees,2151,6.0,0.5,50.0,160.883333333,1,0,0,1
2152,Seattle Park,2152,24.0,12.0,2850.0,101.633333333,0,0,0,0
2153,Silver Forest - Emmons Vista,2153,4.0,2.4,200.0,143.383333333,0,0,0,0
2154,Curly Creek,2154,10.0,1.0,100.0,211.3,0,0,0,0
2155,Lake Donald,2155,4.0,,,124.05,0,0,0,0
2156,Lundin Peak Trail,2156,13.0,1.0,700.0,53.5333333333,0,0,1,0
2157,Sultan Gorge,2157,0.0,,,86.1,0,0,0,0
2158,Wedge Mountain,2158,21.0,,,122.833333333,0,0,0,0
2159,Grand Ridge,2159,55.0,5.0,700.0,229.2,0,0,0,0
2160,Spoon Creek Falls,2160,5.0,0.8,200.0,166.883333333,0,0,0,0
2161,Evans Lake,2161,10.0,1.0,50.0,114.75,0,0,0,1
2162,Walupt Creek Loop,2162,7.0,12.0,1800.0,201.533333333,0,0,0,0
2163,Big Flat Habitat Management Unit,2163,0.0,,,,1,0,0,0
2164,Lake Philippa,2164,11.0,,,71.8833333333,0,0,0,0
2165,Hat Rock-Yellow Jacket Pass,2165,3.0,5.5,1200.0,153.133333333,0,0,0,0
2166,Cispus Braille Trail,2166,2.0,1.0,7337.0,150.433333333,0,0,0,0
2167,North Fork Tieton-Tieton Pass,2167,22.0,11.7,2500.0,167.783333333,0,0,0,0
2168,Chinook,2168,1.0,,,,0,0,0,0
2169,Crystal Mountain Loop,2169,25.0,8.0,2450.0,103.466666667,0,0,0,1
2170,Mount Lillian,2170,26.0,6.5,1100.0,138.05,0,0,0,0
2171,Whistling Pig Meadow,2171,2.0,11.4,1300.0,165.55,1,0,0,0
2172,Sasse Ridge,2172,31.0,9.0,2400.0,116.45,0,0,0,0
2173,French Creek,2173,17.0,7.0,700.0,186.65,0,0,0,0
2174,Arch Rock,2174,17.0,12.0,500.0,118.983333333,0,0,0,0
2175,Horseshoe Ridge,2175,7.0,8.0,2300.0,197.966666667,1,0,0,0
2176,Zig Zag Lake,2176,2.0,1.0,600.0,218.333333333,1,0,0,0
2177,West Crater,2177,0.0,1.6,400.0,227.75,0,0,0,0
2178,Backbone Ridge,2178,8.0,6.6,1750.0,,0,0,0,0
2179,Big Creek Falls,2179,11.0,1.5,300.0,215.783333333,0,0,0,1
2180,Covel Creek Falls,2180,11.0,4.5,500.0,150.4,0,0,0,0
2181,Owyhigh Lakes,2181,90.0,8.0,1650.0,105.3,1,0,0,1
2182,Abernathy Pass via Cedar Creek,2182,6.0,18.0,3400.0,202.566666667,0,0,0,0
2183,Webb Mountain,2183,13.0,,,42.6833333333,0,0,1,0
2184,Bishop Ridge,2184,1.0,9.0,3600.0,153.133333333,0,0,0,0
2185,Deer Lake and Bogachiel Peak,2185,35.0,16.0,3450.0,213.883333333,0,0,0,0
2186,Burley Mountain,2186,9.0,1.5,400.0,170.233333333,0,0,1,0
2187,Eldorado and Turnpike Passes,2187,2.0,8.0,2200.0,136.116666667,0,0,0,0
2188,Laughingwater Creek to Three Lakes,2188,21.0,12.0,2800.0,119.066666667,0,0,0,0
2189,Icicle Gorge View Trail,2189,7.0,2.25,200.0,167.083333333,0,0,0,1
2190,Black Peak,2190,25.0,,,179.633333333,0,0,0,0
2191,Edward Peak (7280'),2191,0.0,,,,0,0,0,0
2192,Big Jim Mountain,2192,11.0,,,,0,0,0,0
2193,White River Falls Overlook,2193,2.0,,,,0,0,0,0
2194,Rampart Ridge Backdoor,2194,30.0,,,69.35,0,0,0,0
2195,Gunn Peak,2195,3.0,,,,0,0,0,0
2196,Deadhorse Pass,2196,3.0,,,,0,0,0,0
2197,Atrium Peak 5359',2197,2.0,,,,0,0,0,0
2198,Oak Creek Wildlife Area - Cowiche segment,2198,10.0,,,153.183333333,0,0,0,0
2199,Fortune Creek via Cle Elum River,2199,1.0,,,,0,0,0,0
2200,Carne Mountain High Route,2200,12.0,,,,0,0,0,0
2201,Kaleetan Peak,2201,64.0,,,54.6333333333,0,0,0,0
2202,Langille Ridge Trail,2202,8.0,,,167.383333333,0,0,0,0
2203,Alpine Falls,2203,1.0,,,,0,0,0,0
2204,Iron Peak via Tooth Saddle Trail,2204,4.0,,,,0,0,0,0
2205,Gemini Peak,2205,1.0,,,,0,0,0,0
2206,Suncadia Trail,2206,3.0,,,,0,0,0,0
2207,Meadow Mountain,2207,4.0,,,,0,0,0,0
2208,Dupont Loop,2208,3.0,,,51.1666666667,0,0,0,0
2209,Falls Lakes,2209,1.0,,,,0,0,0,0
2210,Snowking Mountain,2210,11.0,,,,0,0,0,0
